Origin_Airport_Code,Destination_Airport_Code,Estimated_Duration_Hours,Estimated_Duration_Minutes
MAN,DUB,4,20
AGP,FCO,2,18
HEL,MAD,1,48
BRU,LGW,3,20
IST,MUC,1,19
FRA,CDG,3,15
BRU,ALC,4,51
AMS,ALC,3,22
LHR,CDG,4,29
PRG,CDG,2,23
MAD,IST,4,46
BUD,OSL,3,39
MXP,DUS,2,17
IST,BUD,3,0
FRA,ARN,2,36
MUC,PMI,2,22
AGP,ATH,3,34
VIE,MAD,2,19
DUS,MUC,4,11
BRU,OSL,3,29
IST,AGP,3,15
PMI,DUB,2,34
VIE,ATH,1,25
MAN,AMS,3,31
MAN,GVA,2,42
OSL,WAW,2,14
AGP,PRG,2,11
MAN,FCO,3,6
HEL,BCN,2,25
IST,VIE,4,22
WAW,MUC,1,33
IST,LHR,1,52
PMI,DUB,2,32
DUB,FCO,1,16
DUS,LGW,5,2
DUB,BUD,4,47
IST,MAD,4,47
BRU,GVA,5,2
IST,MUC,3,16
WAW,HEL,1,13
LIS,BCN,2,32
LIS,ZRH,3,44
PMI,FCO,4,40
FCO,OSL,4,32
BCN,LIS,3,45
AGP,BRU,3,55
BCN,CDG,2,25
PRG,HEL,1,24
PMI,VIE,1,48
CDG,CPH,3,20
WAW,ATH,2,11
BRU,MXP,3,56
BCN,BRU,1,4
MUC,DUB,3,36
ALC,ATH,3,49
AGP,BRU,4,32
OSL,LGW,1,26
ARN,LGW,3,37
AGP,DUS,3,29
ATH,AMS,1,6
GVA,AGP,2,38
WAW,MUC,1,35
IST,HEL,2,21
LHR,ALC,2,29
OSL,MAD,4,44
DUB,LGW,2,41
PMI,DUS,2,51
AMS,VIE,2,37
MUC,ATH,2,23
IST,MAD,3,19
MAD,PRG,2,41
MXP,OSL,2,36
MAN,MUC,4,0
LIS,LGW,1,17
AGP,DUS,2,0
MAN,MUC,1,33
ARN,GVA,1,40
PRG,DUB,2,47
ALC,AGP,2,41
ALC,GVA,3,4
MAN,DUB,3,9
DUB,IST,1,49
ALC,BCN,4,31
BRU,MAD,2,28
DUS,BUD,3,22
FRA,DUB,3,5
IST,MXP,4,22
MUC,GVA,1,0
LHR,AGP,3,47
MUC,VIE,1,13
ATH,PMI,1,39
ZRH,MAN,4,58
HEL,MXP,3,52
AMS,MXP,5,12
CDG,MUC,2,31
MUC,CPH,2,28
ATH,PRG,3,54
ZRH,BCN,3,0
DUS,AMS,3,24
LIS,LHR,3,21
MUC,LIS,3,57
FRA,AMS,3,2
ZRH,IST,2,57
ZRH,FCO,2,18
MAD,PMI,2,47
BRU,ZRH,2,0
MAN,HEL,4,33
MXP,ARN,3,36
IST,PRG,4,50
LIS,PMI,3,49
BUD,BRU,3,29
FRA,BUD,1,41
DUB,AMS,2,13
HEL,CDG,2,28
OSL,PMI,1,31
LIS,DUS,4,6
ARN,ZRH,4,35
FCO,CPH,5,9
BCN,BRU,1,36
FRA,LIS,3,47
BRU,FCO,4,25
MUC,LHR,2,50
MXP,FRA,3,40
AGP,LHR,2,55
FRA,LIS,5,1
LGW,OSL,4,28
BRU,BCN,1,59
IST,BCN,2,48
BRU,PRG,3,49
HEL,BCN,2,26
WAW,MXP,1,33
MAN,DUS,4,58
LIS,MAD,1,53
FRA,AMS,3,27
MXP,PMI,2,37
MUC,ATH,1,0
OSL,AGP,4,26
GVA,FRA,2,59
DUS,MAN,1,36
AGP,MXP,3,51
LIS,FRA,2,0
PMI,DUB,2,20
DUB,MAD,2,10
WAW,LGW,2,21
ALC,MAD,3,43
GVA,CPH,5,9
ARN,BUD,2,12
DUB,CPH,2,47
LHR,VIE,3,35
GVA,CPH,3,38
CPH,MAN,2,54
PMI,MUC,3,22
MUC,PRG,3,20
AGP,CDG,1,29
MXP,WAW,1,32
HEL,LGW,1,0
DUB,BUD,1,56
LHR,IST,2,32
ZRH,HEL,3,28
LIS,WAW,1,6
MAN,LIS,2,20
CDG,GVA,2,1
HEL,CDG,4,56
AMS,AGP,3,29
IST,DUS,4,35
LIS,AMS,2,53
AGP,FRA,2,30
HEL,GVA,1,47
ARN,LIS,1,57
MAD,IST,4,13
WAW,DUB,3,7
PRG,MAD,2,16
MXP,ARN,3,30
WAW,LIS,4,34
BCN,ATH,3,14
MXP,FRA,3,21
FRA,IST,3,35
PMI,LIS,3,25
MAN,ARN,1,18
DUS,ZRH,1,24
CPH,GVA,3,48
CPH,BCN,3,41
IST,ARN,3,6
BRU,CDG,3,59
LGW,MXP,3,46
AGP,ATH,1,58
ATH,LHR,4,18
WAW,FRA,2,26
LIS,VIE,3,21
PRG,PMI,2,17
IST,GVA,1,23
FCO,LHR,1,15
MXP,FCO,3,18
AMS,CDG,4,19
CPH,FRA,2,19
WAW,PRG,3,10
MAN,IST,3,28
MXP,FCO,4,17
LGW,DUB,2,26
DUB,CPH,2,9
FCO,DUS,3,11
GVA,OSL,1,18
MAN,CDG,3,13
ZRH,AGP,3,19
HEL,DUS,3,38
LGW,DUS,1,0
MAD,CDG,2,55
FCO,LHR,1,13
MUC,GVA,1,28
FCO,ZRH,3,48
FCO,PMI,3,45
ZRH,AMS,2,49
DUB,BRU,4,6
IST,MXP,1,4
BRU,AGP,2,48
AGP,LIS,3,56
LIS,MAN,4,10
CDG,ATH,4,13
ARN,GVA,3,45
MAD,BUD,1,10
MAN,HEL,4,52
MAN,DUS,2,54
HEL,MXP,3,42
DUS,VIE,1,28
PMI,ALC,2,17
BRU,MUC,1,8
AMS,BRU,4,27
AGP,GVA,1,40
AGP,PRG,1,0
MXP,OSL,3,40
DUS,ARN,1,32
PRG,MXP,1,45
FCO,WAW,1,44
BCN,ATH,4,15
LIS,LGW,2,40
CPH,MUC,2,53
BUD,BCN,2,54
BRU,BCN,2,55
DUS,OSL,3,58
IST,DUS,2,34
ALC,AGP,3,25
FRA,VIE,2,42
ARN,PMI,1,47
DUS,LHR,1,46
BRU,IST,1,34
ATH,LHR,2,58
ATH,GVA,4,14
AMS,FRA,3,11
BRU,FRA,3,38
CPH,VIE,1,58
CPH,VIE,4,49
HEL,PMI,3,8
AGP,ARN,3,46
LGW,BCN,1,13
PRG,BUD,3,37
LIS,GVA,3,55
DUS,CPH,1,59
HEL,BUD,3,10
LIS,VIE,2,23
VIE,MAN,4,10
BUD,MXP,2,30
ARN,IST,2,57
IST,OSL,5,2
AGP,BUD,4,12
ATH,PRG,3,24
BCN,WAW,2,46
LGW,MUC,2,36
IST,ARN,1,2
ALC,AGP,2,26
VIE,HEL,2,30
AGP,AMS,5,10
BUD,OSL,2,14
PMI,LGW,4,38
BCN,LHR,1,29
CPH,AMS,2,48
LHR,CDG,4,14
IST,PMI,1,0
ZRH,BRU,1,53
VIE,FRA,2,40
ZRH,MAN,2,8
BCN,FRA,1,34
BUD,LIS,3,49
PRG,ATH,2,48
OSL,AGP,4,0
ZRH,BCN,2,21
FCO,AGP,1,18
FCO,ZRH,3,32
BCN,CPH,1,17
BUD,DUS,2,15
IST,ATH,1,30
LGW,FCO,1,45
ATH,FRA,3,31
LGW,MAD,2,16
DUB,LHR,3,39
HEL,MXP,1,27
AGP,IST,1,48
LGW,LIS,2,44
AGP,GVA,2,2
MXP,FRA,4,25
BRU,LGW,4,51
LHR,BRU,3,46
DUS,GVA,1,55
AGP,BUD,2,44
LIS,PRG,1,23
CDG,BRU,4,33
WAW,MXP,4,26
FRA,OSL,1,56
DUB,HEL,3,48
MXP,FCO,1,51
FRA,ATH,1,18
MUC,DUB,3,29
IST,PRG,4,30
LIS,OSL,1,25
MAD,AMS,1,0
AGP,LGW,2,23
BRU,VIE,3,59
ZRH,FCO,2,12
ATH,WAW,3,42
DUB,CDG,3,10
DUS,VIE,4,0
CDG,LGW,3,58
OSL,FCO,4,8
MAD,AGP,1,39
PMI,BRU,1,23
GVA,PMI,1,35
MUC,PRG,1,48
CDG,BCN,4,0
DUB,AGP,4,46
MAD,LGW,3,53
MAN,ALC,1,0
WAW,DUS,2,52
ATH,MAD,3,31
CPH,LIS,1,28
GVA,CPH,3,46
LIS,LGW,1,22
LGW,MAD,5,3
AGP,BCN,3,14
GVA,ARN,1,53
IST,BRU,1,5
PMI,FCO,1,50
BCN,MUC,3,8
BRU,FCO,3,56
MAD,PMI,2,25
ZRH,VIE,4,31
BRU,ALC,4,57
MXP,PMI,2,39
FRA,PRG,2,26
AGP,CDG,1,20
ZRH,BUD,3,6
PRG,CPH,1,0
BUD,MUC,2,53
VIE,PMI,1,54
CPH,ARN,2,42
ATH,BUD,4,15
DUS,AGP,1,43
FRA,MXP,4,5
OSL,BCN,4,33
VIE,CDG,3,56
HEL,ALC,3,44
ZRH,BUD,4,50
MUC,ARN,4,28
CPH,PRG,3,38
AMS,LHR,4,5
PRG,LIS,2,1
FRA,MAD,1,36
MAD,DUB,1,40
HEL,WAW,3,4
ALC,ZRH,2,12
MAD,BRU,3,28
LHR,BRU,2,46
VIE,DUB,3,23
OSL,HEL,3,4
BRU,AGP,1,7
AMS,MXP,2,55
VIE,IST,2,2
GVA,DUB,3,0
BUD,AGP,3,2
ZRH,OSL,1,0
MAD,ALC,4,17
ZRH,CDG,2,9
MAN,HEL,3,7
DUB,BUD,3,53
FRA,LIS,3,4
DUB,IST,3,51
MAD,BCN,1,34
PMI,VIE,2,58
MAD,MXP,3,1
BCN,DUB,1,35
WAW,LIS,2,8
LHR,ALC,2,14
LGW,GVA,3,26
AMS,IST,3,7
LHR,CDG,4,44
PRG,OSL,5,10
ALC,IST,2,44
PMI,PRG,4,33
MXP,LHR,4,26
CPH,CDG,4,0
AMS,FCO,1,26
BUD,CPH,4,44
LIS,MXP,2,16
ZRH,MUC,2,35
MXP,BUD,1,20
ZRH,DUB,1,13
ZRH,ARN,3,34
DUS,WAW,1,20
CPH,PRG,1,57
AMS,FCO,1,44
ARN,CDG,2,58
ATH,PMI,3,18
BRU,WAW,4,58
BUD,LGW,3,45
ATH,FCO,1,31
MAN,HEL,4,22
PRG,FCO,3,50
MUC,ZRH,5,10
PRG,FRA,1,46
LIS,AGP,2,38
LGW,FRA,1,38
ALC,PMI,2,51
WAW,GVA,3,14
DUB,MAN,1,40
MXP,ARN,2,33
MAN,LGW,4,22
ARN,AGP,1,2
CDG,MAD,2,55
FCO,GVA,2,4
PRG,HEL,1,35
IST,ZRH,3,37
FCO,PMI,4,19
WAW,MXP,2,34
IST,ARN,3,12
FRA,FCO,4,20
GVA,CPH,2,26
AMS,DUS,2,43
WAW,LGW,1,0
OSL,DUS,1,14
BUD,AGP,4,23
LHR,CPH,3,22
BUD,LGW,3,3
MXP,BCN,1,44
FCO,ZRH,3,2
DUB,ZRH,3,48
GVA,LGW,2,44
OSL,IST,1,37
BRU,LHR,2,52
AGP,MUC,4,32
FCO,ZRH,2,33
ALC,BCN,2,39
OSL,ALC,4,5
LGW,AGP,2,49
LHR,FCO,3,58
MAN,VIE,3,44
DUB,GVA,2,57
CDG,LGW,2,59
MXP,DUB,4,0
LGW,HEL,4,6
AMS,ATH,2,36
HEL,OSL,1,21
BRU,IST,4,36
IST,VIE,1,56
ZRH,CDG,2,35
CPH,WAW,3,7
GVA,BUD,4,23
VIE,CDG,2,58
ZRH,ATH,4,13
CPH,VIE,3,10
PMI,OSL,3,19
CPH,IST,4,19
BCN,PRG,3,39
PRG,MAD,4,7
ALC,ARN,2,7
MUC,BUD,3,21
AMS,BUD,3,42
BRU,MAD,3,8
DUB,MUC,1,36
AGP,CPH,1,52
DUB,AGP,1,34
ATH,BUD,2,25
AGP,PMI,1,20
BCN,DUS,4,22
LHR,BRU,2,6
MAN,OSL,5,10
LGW,LIS,3,58
OSL,BUD,2,20
AGP,ZRH,1,36
MAD,WAW,3,54
IST,LGW,1,25
ARN,WAW,1,56
HEL,GVA,2,32
MAN,GVA,2,9
PMI,MXP,2,1
FRA,GVA,4,39
HEL,DUB,4,0
PMI,OSL,3,38
ZRH,OSL,4,30
MAN,FCO,4,11
BCN,VIE,1,17
LIS,CPH,4,31
CPH,CDG,1,49
PRG,BUD,3,54
MAD,BCN,1,39
ALC,AGP,3,44
PRG,BRU,1,55
PMI,CPH,1,26
HEL,MUC,4,23
IST,AMS,2,41
LGW,LIS,2,58
AMS,BCN,1,46
ZRH,PRG,3,16
MXP,MAD,3,3
LHR,FRA,2,3
ATH,ALC,1,31
HEL,IST,1,34
FCO,CPH,1,47
HEL,BRU,3,10
WAW,BRU,4,16
DUB,MXP,1,34
AMS,BCN,4,32
ATH,ARN,2,49
BCN,WAW,2,10
BCN,BRU,4,27
PRG,ZRH,3,31
LHR,PMI,1,37
GVA,FCO,4,22
FRA,FCO,2,46
OSL,ZRH,2,12
BCN,PMI,4,34
VIE,OSL,2,37
FCO,MAN,1,41
ALC,CPH,1,35
GVA,BUD,3,33
LIS,ARN,3,24
CPH,MXP,4,48
MXP,MAN,1,29
WAW,DUS,1,0
MAD,OSL,1,20
PRG,BRU,3,57
FCO,ARN,1,0
ATH,AGP,3,3
BUD,CDG,4,19
AMS,HEL,4,30
BUD,DUS,1,49
LGW,LIS,4,49
BUD,IST,1,4
AMS,BUD,1,23
DUB,MUC,2,40
MAD,BCN,4,24
BCN,MAN,3,45
IST,MAN,1,11
DUB,WAW,5,8
IST,ARN,2,2
LHR,DUB,1,55
MAD,VIE,3,49
GVA,CDG,1,35
IST,AMS,3,51
ARN,LHR,4,15
BCN,CPH,2,17
ARN,VIE,1,30
LIS,FCO,1,45
MAD,PMI,3,41
LIS,PMI,4,8
CDG,MAD,4,27
VIE,FRA,4,42
IST,DUS,1,39
LIS,WAW,3,5
CDG,LIS,4,24
LGW,FCO,4,36
LHR,OSL,3,43
DUB,AGP,1,48
DUB,HEL,2,40
FRA,ARN,2,39
LIS,WAW,3,2
ATH,DUB,1,32
OSL,LHR,1,9
LHR,BCN,3,11
DUB,WAW,4,30
LHR,HEL,1,0
FRA,DUS,3,33
MXP,ZRH,3,2
BUD,FCO,3,38
AGP,AMS,3,29
FCO,AGP,2,12
ALC,ATH,3,54
FRA,VIE,2,40
ALC,CDG,1,35
GVA,ARN,1,24
MAD,CDG,2,51
HEL,AMS,1,0
BCN,AGP,5,9
AGP,BUD,1,36
CDG,BCN,2,49
AMS,FRA,2,30
AMS,BUD,4,28
OSL,BRU,3,36
OSL,WAW,3,3
LGW,BUD,2,12
IST,WAW,4,10
DUB,OSL,2,2
FRA,ARN,2,30
OSL,AGP,3,59
LGW,CPH,1,39
VIE,PRG,2,10
LHR,MAN,3,45
ALC,OSL,3,35
ALC,AGP,3,54
PMI,CDG,3,51
BRU,MXP,1,53
CPH,DUS,1,0
DUB,CDG,3,0
BUD,WAW,3,10
DUB,HEL,2,30
HEL,VIE,3,40
CDG,MXP,1,35
GVA,DUS,2,54
BUD,PRG,2,14
MAD,GVA,3,18
PMI,VIE,2,16
MXP,FRA,1,55
MXP,DUB,4,20
OSL,BUD,3,8
FCO,ARN,1,42
AMS,DUS,4,48
FCO,AMS,4,14
LGW,ALC,3,25
WAW,OSL,4,48
VIE,ALC,4,24
ZRH,LGW,2,14
LHR,PRG,2,57
ZRH,MAN,3,14
MXP,HEL,1,24
LHR,DUB,1,13
ATH,PMI,4,0
HEL,IST,3,29
FCO,LIS,4,15
MXP,ATH,4,10
BUD,MXP,1,34
WAW,BCN,3,23
ALC,LIS,3,34
AGP,WAW,1,0
LIS,WAW,3,39
MUC,LIS,3,41
BRU,MXP,5,5
VIE,ZRH,1,0
ALC,AGP,3,59
MUC,LHR,2,4
ATH,LIS,1,45
MAD,ALC,2,42
ATH,LHR,2,44
MAN,GVA,1,44
LIS,BUD,2,47
FCO,AGP,2,45
GVA,CDG,1,0
LGW,AGP,4,5
FRA,LHR,4,6
LIS,MXP,1,47
ATH,AMS,3,29
BCN,OSL,2,19
PMI,AMS,3,42
DUS,ZRH,2,11
WAW,GVA,4,21
LIS,MAN,4,28
FRA,ARN,2,42
MAN,MXP,2,51
MUC,AMS,3,28
MAN,GVA,1,26
CDG,MAN,1,28
CDG,WAW,3,34
CDG,ZRH,1,25
ZRH,HEL,1,37
LHR,AGP,2,12
MXP,CDG,5,5
BCN,CDG,2,38
LIS,BCN,2,57
OSL,PRG,4,7
FCO,ALC,1,33
ZRH,PRG,2,20
ARN,GVA,1,15
LIS,CDG,2,2
WAW,GVA,4,11
MAN,IST,1,32
FRA,ATH,4,37
LGW,MUC,3,48
MAD,OSL,1,0
LHR,BRU,1,0
HEL,GVA,1,49
DUB,FRA,2,46
VIE,CPH,1,43
FRA,BRU,4,3
OSL,CDG,2,21
CPH,ZRH,4,37
FCO,BUD,1,14
MXP,BUD,2,1
BCN,OSL,4,2
OSL,PMI,2,28
WAW,BUD,2,47
FCO,ATH,3,26
CDG,HEL,4,50
HEL,BRU,1,41
BUD,LHR,3,41
DUS,WAW,1,49
DUS,ARN,3,33
LHR,ALC,5,11
BCN,PMI,4,7
ATH,GVA,4,28
MAD,AMS,3,36
DUB,MUC,4,14
ZRH,ARN,2,3
BUD,MAD,3,12
DUS,LIS,1,0
FRA,BUD,2,26
PRG,DUB,2,49
OSL,VIE,4,12
WAW,ZRH,2,28
DUB,DUS,1,50
BUD,CPH,3,31
GVA,DUS,2,5
DUS,BRU,2,51
IST,MUC,4,15
ATH,DUS,1,47
LHR,VIE,1,37
IST,HEL,4,20
ATH,AGP,3,8
BUD,DUS,3,46
AGP,LIS,2,18
DUB,CPH,2,20
LGW,PMI,3,11
ATH,FRA,4,14
MXP,IST,4,29
ATH,OSL,4,0
PMI,LHR,1,52
BCN,LGW,3,9
DUS,WAW,2,55
ALC,AGP,1,0
HEL,WAW,3,36
ATH,HEL,2,42
IST,AGP,3,12
ATH,WAW,2,35
MUC,BRU,4,42
OSL,AMS,4,20
PRG,IST,2,5
DUS,AGP,3,46
OSL,MXP,4,5
OSL,WAW,3,39
BRU,ATH,4,19
HEL,OSL,3,8
CDG,LHR,4,44
IST,DUB,3,43
LIS,MXP,4,28
MAD,OSL,4,29
BCN,ALC,3,19
BCN,LGW,3,35
LGW,MUC,3,24
CDG,BRU,2,50
AMS,GVA,1,33
CDG,LGW,3,20
CDG,BCN,1,17
PRG,VIE,3,41
LHR,PMI,4,59
ALC,WAW,2,1
WAW,DUB,3,18
VIE,ZRH,1,58
LIS,FRA,1,0
MAN,LHR,1,46
ALC,BUD,1,17
PMI,FRA,3,37
BRU,GVA,3,14
MAN,LIS,2,6
ATH,CPH,1,8
BUD,CPH,2,33
MXP,PMI,1,19
FCO,ATH,2,26
AMS,CPH,1,27
PMI,WAW,1,11
GVA,ARN,1,39
DUB,DUS,3,9
AGP,VIE,1,47
WAW,FCO,4,12
HEL,BCN,3,47
FRA,DUS,2,15
LGW,HEL,1,14
DUB,ATH,1,10
MXP,CDG,3,19
AMS,LHR,1,58
ZRH,VIE,3,57
GVA,OSL,1,25
LIS,MAN,3,31
GVA,ATH,1,38
BRU,MUC,4,18
FRA,MAN,1,59
LHR,MXP,2,15
CDG,MAN,1,0
LHR,MAN,2,42
CPH,PMI,1,46
MAD,ARN,3,48
IST,BCN,1,16
GVA,FCO,2,52
MUC,MXP,3,32
DUS,OSL,4,6
HEL,VIE,4,16
MAN,CDG,1,0
FCO,MAD,2,24
WAW,DUS,3,26
CDG,LHR,2,13
MXP,MUC,3,28
ALC,MAD,3,14
WAW,ALC,4,22
LIS,ALC,1,21
PMI,MUC,3,48
CDG,FRA,1,0
LGW,MAN,3,29
BCN,ZRH,5,0
PRG,CDG,3,37
ARN,PRG,5,1
DUB,MXP,1,0
GVA,DUS,3,29
FCO,BUD,3,24
PMI,BCN,3,32
CDG,DUB,4,34
VIE,LHR,4,34
FRA,AMS,3,36
MXP,ARN,3,24
BUD,WAW,2,8
LHR,ARN,2,19
BRU,OSL,1,14
MXP,FRA,2,27
AMS,LHR,4,0
CDG,OSL,4,15
VIE,OSL,2,11
ZRH,CDG,4,36
DUB,MAD,2,48
IST,AMS,1,49
BCN,MUC,1,24
AGP,BRU,2,50
DUS,AMS,1,29
OSL,MUC,4,14
ZRH,OSL,3,58
FRA,AGP,4,41
BUD,WAW,3,20
ZRH,WAW,4,25
PMI,BCN,2,34
BUD,CPH,2,8
MAN,WAW,3,21
MAD,HEL,4,2
MXP,MAN,4,58
FRA,PRG,2,15
LGW,BRU,3,15
MAD,IST,4,30
PRG,AMS,1,45
ARN,HEL,1,34
FCO,DUB,3,35
IST,LIS,3,11
DUB,GVA,1,21
GVA,BCN,3,27
LHR,ZRH,3,10
LHR,MAD,3,10
HEL,LHR,1,34
CDG,MAD,2,16
ARN,BUD,2,21
DUS,DUB,1,32
BUD,DUB,3,36
ATH,PRG,2,37
VIE,OSL,1,54
MUC,ZRH,3,23
OSL,GVA,2,7
GVA,WAW,1,44
AGP,MAD,3,56
MUC,IST,1,53
MUC,IST,3,32
CPH,IST,1,33
FRA,AGP,1,29
PRG,WAW,3,49
ATH,LGW,5,9
VIE,PMI,1,37
AMS,LGW,3,39
DUS,BCN,3,49
ARN,FCO,1,49
CDG,LIS,3,40
ZRH,PRG,3,3
FCO,BUD,2,29
WAW,HEL,2,28
VIE,ATH,1,25
CPH,MAN,1,24
LIS,PRG,2,42
OSL,LIS,2,30
DUS,MXP,2,18
DUB,FCO,2,19
GVA,BUD,3,36
BCN,ATH,1,32
LGW,FRA,2,5
GVA,IST,2,34
VIE,MAN,4,50
BCN,HEL,1,9
WAW,OSL,1,34
LHR,BCN,4,54
ATH,ZRH,4,28
BRU,VIE,2,57
AGP,BRU,3,30
BUD,BCN,1,55
AMS,VIE,5,6
MAD,MXP,1,13
WAW,MAD,3,35
MUC,ATH,2,8
WAW,PMI,4,43
MAN,ALC,1,26
ATH,FRA,4,32
BCN,DUS,1,49
HEL,FCO,1,5
PMI,VIE,4,26
IST,BCN,1,48
PRG,FRA,1,22
ALC,HEL,1,23
AGP,WAW,2,39
ZRH,BCN,1,35
MAD,LHR,3,47
LIS,ATH,3,42
LIS,AGP,3,35
IST,FCO,4,2
PRG,MUC,1,48
LGW,MUC,4,58
VIE,MAD,3,43
WAW,CDG,4,23
OSL,AMS,3,33
HEL,GVA,1,42
PMI,MAD,3,8
PRG,BUD,2,29
GVA,CPH,1,19
AMS,LHR,3,31
PRG,LHR,4,6
VIE,CDG,4,31
HEL,AMS,1,15
HEL,CPH,4,46
BCN,BRU,4,43
ATH,GVA,4,33
ARN,LHR,3,53
DUS,CDG,3,21
DUS,DUB,1,24
BUD,ALC,2,12
MUC,ARN,1,0
AGP,PRG,3,28
WAW,HEL,2,2
ATH,WAW,4,20
CDG,MUC,4,50
HEL,CDG,3,27
MUC,DUS,3,26
BUD,PMI,2,19
ATH,PRG,1,45
MXP,DUB,4,26
AGP,AMS,1,51
AMS,MXP,3,32
GVA,MUC,2,1
ATH,MUC,2,11
WAW,FRA,4,49
VIE,LIS,3,58
OSL,DUB,4,30
OSL,FRA,3,24
IST,LIS,3,58
PMI,DUS,1,43
LGW,AGP,3,57
HEL,LGW,2,59
OSL,DUB,1,34
BRU,MAD,2,22
PMI,ALC,3,36
DUB,PRG,1,24
ZRH,BUD,2,54
CPH,PMI,1,34
DUB,LIS,1,23
BRU,IST,2,53
AGP,ARN,4,34
DUB,OSL,4,11
GVA,BCN,1,56
MAD,FRA,2,52
IST,AMS,3,40
MAN,LGW,5,8
LGW,PRG,2,48
GVA,LHR,1,50
CDG,MXP,3,33
BRU,VIE,4,21
LGW,BRU,2,42
MUC,ALC,1,40
CDG,MAN,1,16
ARN,HEL,4,4
ATH,AMS,4,6
CPH,MUC,2,52
LGW,MXP,4,36
LGW,VIE,3,23
MAN,HEL,2,59
DUS,CPH,1,18
MUC,PMI,4,5
MAD,MUC,1,35
ARN,FCO,3,26
MXP,LIS,3,4
BCN,MAN,3,28
CDG,AGP,4,39
MAN,LGW,2,17
WAW,BCN,1,9
BUD,PRG,4,12
PRG,ATH,2,51
DUS,BUD,3,40
GVA,AMS,4,36
BCN,WAW,2,59
ALC,LHR,4,17
FCO,MXP,3,24
ALC,BCN,2,38
OSL,HEL,3,38
DUS,FCO,2,45
BUD,PMI,4,18
CDG,AGP,3,37
LHR,PRG,4,49
IST,PMI,4,11
MAD,ARN,1,0
MAN,AMS,3,36
LHR,LIS,1,41
AGP,MAN,4,31
AMS,HEL,1,56
IST,ALC,3,28
OSL,MAN,3,31
DUS,PRG,3,43
PMI,HEL,3,50
GVA,OSL,4,3
LIS,MAN,3,53
LIS,BCN,4,5
ATH,LIS,1,8
OSL,LGW,1,10
AGP,MUC,1,11
AMS,DUB,2,16
LGW,ZRH,1,38
DUB,LGW,3,40
CPH,DUS,3,28
BRU,MUC,1,48
BRU,ZRH,2,55
WAW,MXP,3,2
LGW,BUD,2,44
IST,WAW,4,12
PRG,BUD,4,27
BRU,OSL,2,4
BCN,AGP,4,1
MAD,ATH,1,42
MAD,LHR,2,52
GVA,MAD,3,5
ZRH,FRA,4,37
ZRH,HEL,2,11
LHR,MXP,4,50
ZRH,VIE,1,0
DUS,OSL,4,15
BUD,ALC,3,21
ATH,FCO,4,46
CDG,ATH,4,12
LHR,AGP,1,14
MAD,AGP,1,32
FCO,WAW,5,4
ARN,MAD,2,20
ALC,AMS,1,9
BCN,BUD,2,0
AGP,HEL,3,30
WAW,CDG,4,14
CPH,BUD,3,43
LGW,LIS,3,48
CPH,AGP,1,45
VIE,GVA,4,27
OSL,PRG,3,42
DUS,LIS,3,11
MAN,MUC,3,6
BUD,PRG,2,59
MXP,ARN,2,22
MAN,PRG,1,16
BCN,ZRH,1,15
MAD,CDG,4,22
GVA,MAD,4,12
FCO,DUB,4,25
ATH,MXP,3,13
WAW,LHR,3,27
PMI,ARN,3,18
MXP,BCN,3,26
MXP,LIS,1,39
VIE,ATH,3,6
HEL,PRG,4,21
WAW,AGP,3,4
MUC,LIS,2,28
PMI,FRA,3,24
DUB,PRG,4,21
VIE,ZRH,2,52
VIE,BUD,2,4
AGP,MAD,3,5
DUB,BRU,1,36
AGP,ZRH,3,22
BUD,FRA,4,33
ATH,ARN,3,32
PMI,IST,1,54
WAW,LGW,3,29
MXP,ARN,4,26
FCO,MAD,4,2
IST,CPH,4,11
FRA,LGW,2,1
OSL,DUB,2,41
GVA,FCO,4,33
VIE,ALC,4,57
PMI,LGW,4,23
CDG,MXP,2,28
DUS,ALC,4,18
HEL,LHR,3,57
IST,CPH,4,49
GVA,IST,3,6
MAN,BRU,2,41
PMI,BRU,3,55
LIS,ARN,4,6
BCN,FRA,4,30
DUB,BRU,3,10
LGW,MUC,3,21
AMS,LGW,1,0
LIS,BCN,2,7
FCO,PMI,5,0
PMI,LGW,1,17
MAN,MXP,1,0
DUB,BUD,1,26
GVA,ZRH,4,19
WAW,ARN,3,18
LHR,ALC,3,29
ZRH,FCO,1,46
AMS,VIE,4,48
BUD,OSL,3,42
ALC,VIE,1,57
MAN,HEL,1,58
IST,AMS,4,37
BCN,VIE,2,59
LHR,ALC,2,47
PMI,ALC,2,39
OSL,ALC,4,35
FCO,CPH,2,16
DUB,GVA,3,30
PRG,CDG,4,42
ATH,OSL,4,48
WAW,ATH,1,53
CDG,DUB,1,42
MAD,LIS,1,24
MUC,ZRH,3,6
ALC,WAW,4,18
MAN,LHR,1,29
DUS,ATH,2,39
BRU,FCO,3,59
ALC,OSL,4,41
OSL,LIS,5,3
MXP,AGP,2,18
FCO,WAW,4,43
DUB,FRA,4,32
MXP,LGW,2,32
MUC,ALC,2,46
DUS,MAD,4,3
ZRH,ALC,2,16
MXP,LIS,4,19
AMS,LIS,2,55
VIE,MAN,1,0
OSL,BCN,1,30
FRA,BCN,3,50
IST,PMI,1,1
MAN,HEL,2,14
AGP,MUC,4,7
CDG,LIS,3,0
LIS,AGP,3,55
FRA,FCO,3,44
PRG,CDG,2,49
HEL,MXP,2,41
MUC,ALC,1,19
